137,D,133
137,SW,138
137,U,134
137,E,139
137,NE,131
137,W,112
137,NW,135
137,N,136
138,Q,0
138,SE,137
138,S,136
138,D,107
138,SW,139
138,E,131
138,U,133
138,NE,132
138,W,134
138,NW,112
138,N,135
139,Q,0
139,SE,136
139,S,138
139,SW,107
139,D,135
139,E,132
139,U,137
139,W,133
139,NE,112
139,NW,131
139,N,134
140,Q,0
140,N,112
0,Q,0
1,Q,0
1,S,4
1,D,4
1,U,2
1,E,3
1,W,2
1,N,5
2,Q,0
2,S,5
2,E,1
3,Q,0
3,W,1
4,Q,0
4,S,7
4,D,7
4,E,5
4,U,5
4,W,5
4,N,1
5,Q,0
5,S,5
5,D,4
5,E,4
5,W,5
5,N,6
6,Q,0
6,S,5
6,D,4
6,E,4
6,W,4
6,N,1
7,Q,0
7,S,8
7,E,5
7,N,4
7,W,5
8,Q,0
8,S,5
8,E,5
8,N,7
8,W,5
9,Q,0
9,W,10
10,Q,0
10,E,9
10,W,11
11,Q,0
11,E,10
11,U,12
11,W,12
12,Q,0
12,D,11
12,E,11
12,U,13
12,W,13
13,Q,0
13,E,12
13,W,14
14,Q,0
14,D,15
14,E,13
14,W,16
15,Q,0
15,S,18
15,D,19
15,U,14
15,W,17
15,N,19
16,Q,0
16,E,14
17,Q,0
17,E,15
18,Q,0
18,N,15
19,Q,0
19,U,15
19,E,15
19,N,32
20,Q,0
21,Q,0
22,Q,0
23,Q,0
23,D,25
23,E,67
23,W,68
24,Q,0
24,U,67
25,Q,0
25,U,23
26,Q,0
27,Q,0
27,N,40
27,W,41
28,Q,0
28,S,19
28,D,36
28,N,33
29,Q,0
29,N,19
30,Q,0
30,E,19
30,U,62
30,W,62
31,Q,0
32,Q,0
33,Q,0
33,S,28
33,E,34
33,W,35
34,Q,0
34,D,33
34,U,15
35,Q,0
35,E,33
36,Q,0
36,E,37
36,U,28
36,W,39
37,Q,0
37,D,38
37,W,36
38,Q,0
38,U,37
39,Q,0
39,D,64
39,E,36
40,Q,0
41,Q,0
41,S,42
41,U,42
41,E,27
41,W,60
41,N,59
42,Q,0
42,S,45
42,U,41
42,E,43
42,W,80
42,N,42
43,Q,0
43,S,44
43,E,45
43,W,42
44,Q,0
44,S,50
44,D,48
44,E,43
44,N,82
45,Q,0
45,S,47
45,D,87
45,E,46
45,U,87
45,W,42
45,N,43
46,Q,0
46,W,45
47,Q,0
47,E,45
48,Q,0
48,U,44
49,Q,0
49,E,50
49,W,51
50,Q,0
50,S,52
50,D,51
50,E,44
50,W,49
51,Q,0
51,S,53
51,U,50
51,E,52
51,W,49
52,Q,0
52,S,52
52,D,86
52,E,51
52,U,53
52,W,50
52,N,55
53,Q,0
53,S,54
53,N,52
53,W,51
54,Q,0
54,W,53
55,Q,0
55,D,56
55,E,57
55,N,55
55,W,52
56,Q,0
56,U,55
57,Q,0
57,S,58
57,D,13
57,E,84
57,W,55
57,N,83
58,Q,0
58,E,57
59,Q,0
60,Q,0
60,D,62
60,E,41
60,U,41
60,W,61
60,N,62
61,Q,0
61,E,60
61,N,62
62,Q,0
62,S,61
62,E,30
62,N,63
62,W,60
63,Q,0
63,S,62
64,Q,0
64,U,39
64,E,106
64,N,103
64,W,65
65,Q,0
65,D,106
65,E,64
65,U,39
65,W,66
65,N,71
66,Q,0
66,E,96
66,NE,65
66,W,67
67,Q,0
67,D,24
67,E,66
67,W,23
68,Q,0
68,S,23
68,U,69
68,N,65
69,Q,0
69,S,119
69,D,68
69,N,109
70,Q,0
70,S,111
70,D,65
70,N,71
71,Q,0
71,SE,65
71,S,70
71,N,110
72,Q,0
72,SE,97
72,SW,118
72,N,73
73,Q,0
73,S,72
74,Q,0
74,D,75
74,E,19
74,W,121
75,Q,0
75,S,76
75,N,77
76,Q,0
76,N,75
77,Q,0
77,E,75
77,N,66
77,W,78
78,Q,0
78,S,77
79,Q,0
80,Q,0
80,S,80
80,E,81
80,N,42
80,W,80
81,Q,0
81,W,80
82,Q,0
82,S,44
83,Q,0
83,S,57
83,E,84
83,W,85
84,Q,0
84,NW,114
84,N,57
84,W,83
85,Q,0
85,E,83
86,Q,0
86,U,52
87,Q,0
87,D,45
87,U,45
88,Q,0
88,D,25
88,E,25
88,W,92
89,Q,0
90,Q,0
91,Q,0
91,D,72
91,N,95
92,Q,0
92,S,88
92,E,93
92,N,94
93,Q,0
93,S,92
94,Q,0
94,S,92
95,Q,0
95,S,94
95,W,91
96,Q,0
96,W,66
97,Q,0
97,SE,66
97,U,98
97,N,98
97,W,72
98,Q,0
98,S,97
98,W,99
99,Q,0
99,NW,98
99,E,100
100,Q,0
100,W,99
100,NE,101
101,Q,0
101,S,100
102,D,103
102,Q,0
103,Q,0
103,S,64
103,D,104
103,U,102
104,Q,0
104,D,105
104,U,103
105,Q,0
105,U,104
106,Q,0
106,U,64
106,E,108
106,W,65
107,Q,0
107,SE,134
107,S,131
107,SW,132
107,D,61
107,U,135
107,E,137
107,NE,133
107,W,138
107,NW,136
107,N,139
108,Q,0
108,E,106
109,Q,0
109,S,69
109,N,113
110,Q,0
110,W,71
111,Q,0
111,D,45
111,N,70
112,Q,0
112,SE,135
112,S,140
112,SW,131
112,D,138
112,E,133
112,U,139
112,NE,136
112,W,137
112,NW,134
112,N,132
113,Q,0
113,S,109
114,Q,0
114,SE,84
115,SW,116
115,Q,0
116,Q,0
116,NE,115
117,SW,118
117,Q,0
118,Q,0
118,D,72
118,U,117
119,Q,0
119,N,69
120,Q,0
120,E,74
120,N,69
121,Q,0
121,E,74
122,Q,0
122,NE,123
123,Q,0
123,E,124
123,W,122
124,Q,0
124,SE,128
124,D,128
124,W,123
124,NE,125
125,Q,0
125,S,124
125,E,127
125,N,126
126,Q,0
126,S,125
127,Q,0
127,W,125
128,Q,0
128,S,129
128,D,129
128,U,124
128,N,124
129,Q,0
129,U,128
129,E,130
129,W,128
130,Q,0
130,W,129
131,Q,0
131,SE,132
131,S,139
131,SW,134
131,D,137
131,U,136
131,E,112
131,W,107
131,NE,135
131,NW,133
131,N,138
132,Q,0
132,SE,112
132,S,134
132,SW,136
132,D,139
132,U,131
132,E,138
132,W,135
132,NE,137
132,NW,107
132,N,133
133,Q,0
133,SE,139
133,S,112
133,D,131
133,SW,135
133,U,107
133,E,136
133,W,132
133,NE,134
133,NW,138
133,N,137
134,Q,0
134,SE,133
134,S,137
134,D,136
134,SW,112
134,E,135
134,U,138
134,NE,107
134,W,139
134,NW,132
134,N,131
135,Q,0
135,SE,131
135,S,133
135,D,132
135,SW,137
135,E,134
135,U,112
135,W,136
135,NE,138
135,NW,139
135,N,107
136,Q,0
136,SE,138
136,S,135
136,SW,133
136,D,134
136,E,107
136,U,132
136,W,131
136,NE,139
136,NW,137
136,N,112
137,Q,0
137,SE,107
137,S,132
137,D,133
137,SW,138
137,U,134
137,E,139
137,NE,131
137,W,112
137,NW,135
137,N,136
138,Q,0
138,SE,137
138,S,136
138,D,107
138,SW,139
138,E,131
138,U,133
138,NE,132
138,W,134
138,NW,112
138,N,135
139,Q,0
139,SE,136
139,S,138
139,SW,107
139,D,135
139,E,132
139,U,137
139,W,133
139,NE,112
139,NW,131
139,N,134
140,Q,0
140,N,112
0,Q,01,Q,01,S,41,D,41,U,21,E,31,W,21,N,52,Q,02,S,52,E,13,Q,03,W,14,Q,04,S,74,D,74,E,54,U,54,W,54,N,15,Q,05,S,55,D,45,E,45,W,55,N,66,Q,06,S,56,D,46,E,46,W,46,N,17,Q,07,S,87,E,57,N,47,W,58,Q,08,S,58,E,58,N,78,W,59,Q,09,W,1010,Q,010,E,910,W,1111,Q,011,E,1011,U,1211,W,1212,Q,012,D,1112,E,1112,U,1312,W,1313,Q,013,E,1213,W,1414,Q,014,D,1514,E,1314,W,1615,Q,015,S,1815,D,1915,U,1415,W,1715,N,1916,Q,016,E,1417,Q,017,E,1518,Q,018,N,1519,Q,019,U,1519,E,1519,N,3220,Q,021,Q,022,Q,023,Q,023,D,2523,E,6723,W,6824,Q,024,U,6725,Q,025,U,2326,Q,027,Q,027,N,4027,W,4128,Q,028,S,1928,D,3628,N,3329,Q,029,N,1930,Q,030,E,1930,U,6230,W,6231,Q,032,Q,033,Q,033,S,2833,E,3433,W,3534,Q,034,D,3334,U,1535,Q,035,E,3336,Q,036,E,3736,U,2836,W,3937,Q,037,D,3837,W,3638,Q,038,U,3739,Q,039,D,6439,E,3640,Q,041,Q,041,S,4241,U,4241,E,2741,W,6041,N,5942,Q,042,S,4542,U,4142,E,4342,W,8042,N,4243,Q,043,S,4443,E,4543,W,4244,Q,044,S,5044,D,4844,E,4344,N,8245,Q,045,S,4745,D,8745,E,4645,U,8745,W,4245,N,4346,Q,046,W,4547,Q,047,E,4548,Q,048,U,4449,Q,049,E,5049,W,5150,Q,050,S,5250,D,5150,E,4450,W,4951,Q,051,S,5351,U,5051,E,5251,W,4952,Q,052,S,5252,D,8652,E,5152,U,5352,W,5052,N,5553,Q,053,S,5453,N,5253,W,5154,Q,054,W,5355,Q,055,D,5655,E,5755,N,5555,W,5256,Q,056,U,5557,Q,057,S,5857,D,1357,E,8457,W,5557,N,8358,Q,058,E,5759,Q,060,Q,060,D,6260,E,4160,U,4160,W,6160,N,6261,Q,061,E,6061,N,6262,Q,062,S,6162,E,3062,N,6362,W,6063,Q,063,S,6264,Q,064,U,3964,E,10664,N,10364,W,6565,Q,065,D,10665,E,6465,U,3965,W,6665,N,7166,Q,066,E,9666,NE,6566,W,6767,Q,067,D,2467,E,6667,W,2368,Q,068,S,2368,U,6968,N,6569,Q,069,S,11969,D,6869,N,10970,Q,070,S,11170,D,6570,N,7171,Q,071,SE,6571,S,7071,N,11072,Q,072,SE,9772,SW,11872,N,7373,Q,073,S,7274,Q,074,D,7574,E,1974,W,12175,Q,075,S,7675,N,7776,Q,076,N,7577,Q,077,E,7577,N,6677,W,7878,Q,078,S,7779,Q,080,Q,080,S,8080,E,8180,N,4280,W,8081,Q,081,W,8082,Q,082,S,4483,Q,083,S,5783,E,8483,W,8584,Q,084,NW,11484,N,5784,W,8385,Q,085,E,8386,Q,086,U,5287,Q,087,D,4587,U,4588,Q,088,D,2588,E,2588,W,9289,Q,090,Q,091,Q,091,D,7291,N,9592,Q,092,S,8892,E,9392,N,9493,Q,093,S,9294,Q,094,S,9295,Q,095,S,9495,W,9196,Q,096,W,6697,Q,097,SE,6697,U,9897,N,9897,W,7298,Q,098,S,9798,W,9999,Q,099,NW,9899,E,100100,Q,0100,W,99100,NE,101101,Q,0101,S,100102,D,103102,Q,0103,Q,0103,S,64103,D,104103,U,102104,Q,0104,D,105104,U,103105,Q,0105,U,104106,Q,0106,U,64106,E,108106,W,65107,Q,0107,SE,134107,S,131107,SW,132107,D,61107,U,135107,E,137107,NE,133107,W,138107,NW,136107,N,139108,Q,0108,E,106109,Q,0109,S,69109,N,113110,Q,0110,W,71111,Q,0111,D,45111,N,70112,Q,0112,SE,135112,S,140112,SW,131112,D,138112,E,133112,U,139112,NE,136112,W,137112,NW,134112,N,132113,Q,0113,S,109114,Q,0114,SE,84115,SW,116115,Q,0116,Q,0116,NE,115117,SW,118117,Q,0118,Q,0118,D,72118,U,117119,Q,0119,N,69120,Q,0120,E,74120,N,69121,Q,0121,E,74122,Q,0122,NE,123123,Q,0123,E,124123,W,122124,Q,0124,SE,128124,D,128124,W,123124,NE,125125,Q,0125,S,124125,E,127125,N,126126,Q,0126,S,125127,Q,0127,W,125128,Q,0128,S,129128,D,129128,U,124128,N,124129,Q,0129,U,128129,E,130129,W,128130,Q,0130,W,129131,Q,0131,SE,132131,S,139131,SW,134131,D,137131,U,136131,E,112131,W,107131,NE,135131,NW,133131,N,138132,Q,0132,SE,112132,S,134132,SW,136132,D,139132,U,131132,E,138132,W,135132,NE,137132,NW,107132,N,133133,Q,0133,SE,139133,S,112133,D,131133,SW,135133,U,107133,E,136133,W,132133,NE,134133,NW,138133,N,137134,Q,0134,SE,133134,S,137134,D,136134,SW,112134,E,135134,U,138134,NE,107134,W,139134,NW,132134,N,131135,Q,0135,SE,131135,S,133135,D,132135,SW,137135,E,134135,U,112135,W,136135,NE,138135,NW,139135,N,107136,Q,0136,SE,138136,S,135136,SW,133136,D,134136,E,107136,U,132136,W,131136,NE,139136,NW,137136,N,112137,Q,0137,SE,107137,S,132137,D,133137,SW,138137,U,134137,E,139137,NE,131137,W,112137,NW,135137,N,136138,Q,0138,SE,137138,S,136138,D,107138,SW,139138,E,131138,U,133138,NE,132138,W,134138,NW,112138,N,135139,Q,0139,SE,136139,S,138139,SW,107139,D,135139,E,132139,U,137139,W,133139,NE,112139,NW,131139,N,134140,Q,0140,N,112
